feature_id	best_auprc	best_annot	mean_auprc_all	n_annots_above_03	n_annots_above_05	feat_mean_act	feat_variance	mystery_score
1040	0.21192583441734314	Region: Disordered	0.18882256746292114	0	0	2.161817858930235e-08	9.586982292989113e-09	0.7880741655826569
5512	0.21281710267066956	Domain: RdRp catalytic	0.21281710267066956	0	0	4.051603714600798e-06	2.6888913524433415e-06	0.7871828973293304
9216	0.21393677592277527	Helix	0.1631898283958435	0	0	3.738516587198789e-07	2.8268020636706664e-07	0.7860632240772247
10135	0.21438011527061462	Topological domain: Cytoplasmic	0.16211805936569967	0	0	7.583106805838957e-07	5.42560048874477e-07	0.7856198847293854
458	0.21642479300498962	Beta strand	0.21642479300498962	0	0	1.2201288041672618e-08	4.081657418221261e-09	0.7835752069950104
12383	0.21735988557338715	Zinc finger: C2H2-type 1	0.09264092998864946	0	0	2.728663978308933e-06	1.0644546280931017e-06	0.7826401144266129
11039	0.21738962829113007	Transmembrane: Helical	0.156791590154171	0	0	5.757173596999548e-07	3.26461432128387e-07	0.7826103717088699
10433	0.220791956782341	Binding site: a nucleoside 3',5'-cyclic phosphate	0.16639170572161674	0	0	2.866591349923695e-07	7.967608160426585e-08	0.779208043217659
1638	0.221559872229894	Beta strand	0.221559872229894	0	0	1.5964257975296566e-05	5.4998340590962325e-06	0.778440127770106
8618	0.2230361228187879	Turn	0.11622026873131594	0	0	2.8300168596016617e-07	7.42094702309313e-08	0.7769638771812121
11003	0.22365990281105042	Helix	0.22365990281105042	0	0	6.80609937355317e-09	1.873099416159025e-09	0.7763400971889496
13509	0.22409379482269287	Domain: Protein kinase	0.22409379482269287	0	0	1.0439167028762007e-08	2.4105198263674627e-09	0.7759062051773071
10576	0.22531170149644217	Turn	0.09300973375016089	0	0	1.372884707387276e-06	7.760809491377433e-07	0.7746882985035578
13610	0.2256527617573738	Region: Disordered	0.17197915414969125	0	0	2.4457010859825497e-07	2.3120774708342464e-07	0.7743472382426262
7319	0.22605979442596436	Topological domain: Cytoplasmic	0.22605979442596436	0	0	2.2342375407581756e-07	1.799035402603299e-07	0.7739402055740356
12800	0.22637461870908737	Disulfide bond	0.22637461870908737	0	0	3.158001534754365e-08	1.2774688594243323e-08	0.7736253812909126
14369	0.22739537060260773	Beta strand	0.13651517230798216	0	0	0.0001099543571178375	5.172994527452511e-05	0.7726046293973923
3310	0.22848397493362427	Domain: B30.2/SPRY	0.22848397493362427	0	0	6.973826228127e-08	3.924274061835972e-08	0.7715160250663757
8084	0.2293439507484436	Beta strand	0.2293439507484436	0	0	5.461169243353402e-07	1.9313322678488724e-07	0.7706560492515564
6177	0.23028171062469482	Domain: CBS 1	0.23028171062469482	0	0	3.998947404982384e-08	1.0363335613948306e-08	0.7697182893753052
7952	0.23040294647216797	Disulfide bond	0.1619711915651957	0	0	2.0134301152351492e-08	5.0653682852925675e-09	0.769597053527832
11344	0.23190292716026306	Domain: Ig-like C2-type	0.18881621211767197	0	0	9.617841265326588e-09	1.611722285940618e-09	0.7680970728397369
12069	0.23223088681697845	Beta strand	0.23223088681697845	0	0	8.163849238159854e-08	2.8138546601374082e-08	0.7677691131830215
14021	0.2327670156955719	Helix	0.2327670156955719	0	0	1.1309033641929957e-05	8.563959681173238e-06	0.7672329843044281
10970	0.2329544574022293	Helix	0.2329544574022293	0	0	2.4275484824981806e-07	1.1111402799190657e-07	0.7670455425977707
8109	0.23301570614178976	Domain: RdRp catalytic	0.23301570614178976	0	0	3.537340540646091e-07	1.2345145474921816e-07	0.7669842938582102
12458	0.23341475427150726	Transmembrane: Helical	0.23341475427150726	0	0	5.33418286026095e-08	2.3922189283068092e-08	0.7665852457284927
335	0.23432707786560059	Domain: B30.2/SPRY	0.23432707786560059	0	0	1.6291960413228347e-08	8.725811669326284e-09	0.7656729221343994
7102	0.23549328744411469	Domain: MPN	0.1624060422182083	0	0	3.611448963934477e-07	1.9220257124114961e-07	0.7645067125558853
2257	0.23625284433364868	Disulfide bond	0.15097391232848167	0	0	1.9778353314628165e-08	8.33369559428272e-09	0.7637471556663513
1271	0.23653030395507812	Helix	0.23653030395507812	0	0	3.775382401221256e-07	1.8765779990102556e-07	0.7634696960449219
12324	0.23671841621398926	Disulfide bond	0.17324024438858032	0	0	2.1205182490387593e-08	9.874381694965725e-09	0.7632815837860107
10823	0.23726794123649597	Transmembrane: Helical	0.23726794123649597	0	0	1.4769526399472408e-06	6.782440917961409e-07	0.762732058763504
14105	0.23780056834220886	Beta strand	0.23780056834220886	0	0	3.935860264114407e-06	1.438734596643817e-06	0.7621994316577911
6942	0.23867680132389069	Domain: B30.2/SPRY	0.23867680132389069	0	0	8.065619448708336e-08	3.9683240991509526e-08	0.7613231986761093
2176	0.23878774791955948	Beta strand	0.18174705281853676	0	0	1.442248073063707e-06	7.396703645250925e-07	0.7612122520804405
15086	0.2390962541103363	Disulfide bond	0.2390962541103363	0	0	3.371726205566455e-07	2.2406052021148524e-07	0.7609037458896637
7438	0.23973026871681213	Beta strand	0.16084836836784117	0	0	3.0714468898771425e-06	8.347428822488495e-07	0.7602697312831879
14816	0.23994231224060059	Domain: SIS 2	0.23994231224060059	0	0	1.0735918844162096e-07	4.81900973543775e-08	0.7600576877593994
10438	0.24038657546043396	Topological domain: Periplasmic	0.24038657546043396	0	0	2.31615007654737e-07	1.5288064573486134e-07	0.759613424539566
12740	0.2406362628652936	Domain: 4Fe-4S ferredoxin-type 1	0.19550929360849645	0	0	2.165042817446615e-06	9.592989660275234e-07	0.7593637371347064
13220	0.24255919456481934	Binding site: substrate	0.24255919456481934	0	0	7.100420026950598e-07	3.108518508142599e-07	0.7574408054351807
4671	0.24467983841896057	Region: Disordered	0.2003175988793373	0	0	3.397527975691654e-08	3.544313273750727e-08	0.7553201615810394
7837	0.2448326200246811	Compositional bias: Low complexity	0.22585651278495789	0	0	1.786788855097407e-07	1.3996828583541857e-07	0.7551673799753189
1186	0.2490881085395813	Domain: SH2	0.2490881085395813	0	0	4.304747505810505e-08	1.7243463639638836e-08	0.7509118914604187
